coverage,length_score,structure_score,hedge_count,word_count_norm,score
0.366,0.223,0.772,1,0.33,54
0.501,0.091,0.364,0,0.14,65
0.807,0.614,0.166,1,0.506,69
0.566,0.566,0.872,0,0.637,77
0.359,0.219,0.488,0,0.148,57
0.669,0.518,0.791,0,0.509,78
0.046,0.981,0.324,1,1.0,59
0.273,0.742,0.579,1,0.644,65
0.365,0.653,0.835,1,0.578,72
0.223,0.406,0.817,0,0.402,62
0.604,0.502,0.139,0,0.421,70
0.281,0.15,0.157,1,0.215,44
0.23,0.811,0.72,0,0.864,69
0.591,0.647,0.411,0,0.51,76
0.161,0.63,0.039,1,0.524,48
0.922,0.517,0.405,1,0.558,82
0.728,0.821,0.947,0,0.806,93
0.867,0.171,0.83,1,0.064,75
0.767,0.623,0.511,0,0.69,79
0.453,0.591,0.23,0,0.481,62
0.523,0.909,0.684,2,0.804,65
0.476,0.615,0.039,2,0.624,60
0.093,0.659,0.902,1,0.757,64
0.775,0.649,0.522,0,0.761,84
0.429,0.938,0.482,2,0.902,67
0.741,0.762,0.697,0,0.74,81
0.766,0.91,0.084,1,1.0,76
0.189,0.709,0.789,1,0.716,62
0.375,0.205,0.804,0,0.164,60
0.652,0.254,0.855,0,0.273,75
0.992,0.397,0.204,1,0.482,76
0.37,0.555,0.254,0,0.578,68
0.398,0.138,0.864,0,0.212,63
0.699,0.162,0.214,0,0.248,71
0.614,0.685,0.052,0,0.824,67
0.091,0.145,0.926,0,0.021,52
0.371,0.609,0.724,0,0.643,70
0.712,0.597,0.946,2,0.5,73
0.011,0.851,0.931,1,0.787,54
0.6,0.516,0.232,0,0.568,69
0.655,0.976,0.087,0,1.0,78
0.395,0.586,0.518,1,0.647,68
0.55,0.726,0.559,1,0.68,77
0.277,0.606,0.195,0,0.628,59
0.407,0.106,0.072,0,0.058,51
0.513,0.258,0.538,2,0.28,59
0.966,0.563,0.77,2,0.515,82
0.682,0.897,0.862,0,0.782,81
0.634,0.994,0.677,0,1.0,84
0.353,0.536,0.701,0,0.46,63
0.674,0.821,0.076,0,0.814,75
0.894,0.269,0.947,1,0.398,74
0.737,0.235,0.242,0,0.147,67
0.25,0.619,0.156,0,0.505,56
0.956,0.493,0.007,2,0.505,64
0.482,0.621,0.492,1,0.732,66
0.984,0.916,0.28,0,0.991,86
0.526,0.423,0.94,0,0.424,73
0.686,0.175,0.977,1,0.18,68
0.008,0.674,0.379,0,0.622,58
0.26,0.549,0.237,0,0.687,59
0.184,0.424,0.419,2,0.386,52
0.28,0.18,0.131,1,0.236,52
0.721,0.804,0.555,2,0.768,69
0.959,0.15,0.806,0,0.126,77
0.893,0.631,0.534,0,0.717,83
0.562,0.568,0.398,1,0.467,64
0.254,0.839,0.096,1,0.789,58
0.56,0.932,0.258,0,0.906,75
0.68,0.606,0.577,1,0.651,70
0.78,0.355,0.673,0,0.437,77
0.078,0.614,0.464,0,0.724,60
0.929,0.422,0.612,0,0.527,78
0.162,0.228,0.317,0,0.291,54
0.395,0.888,0.781,0,0.962,77
0.45,0.167,0.854,0,0.235,68
0.94,0.701,0.08,0,0.67,79
0.937,0.473,0.054,2,0.442,72
0.083,0.262,0.155,1,0.391,43
0.229,0.738,0.443,0,0.627,69
0.029,0.664,0.86,0,0.773,61
0.871,0.935,0.549,0,1.0,93
0.177,0.598,0.631,1,0.711,57
0.64,0.534,0.909,0,0.546,83
0.442,0.366,0.26,0,0.219,64
0.758,0.136,0.287,1,0.0,70
0.947,0.477,0.009,0,0.566,80
0.797,0.548,0.189,1,0.529,69
0.715,0.646,0.828,0,0.575,82
0.24,0.765,0.91,2,0.823,58
0.648,0.532,0.269,0,0.638,69
0.29,0.637,0.618,0,0.697,67
0.321,0.152,0.97,0,0.058,58
0.269,0.715,0.727,0,0.592,63
0.217,0.42,0.786,0,0.569,62
0.791,0.33,0.844,0,0.197,83
0.071,0.47,0.192,2,0.395,41
0.013,0.975,0.715,0,1.0,64
0.738,0.034,0.461,2,0.0,61
0.208,0.389,0.961,0,0.287,66
0.745,0.55,0.122,0,0.592,71
0.888,0.864,0.218,0,0.785,85
0.015,0.794,0.585,0,0.881,55
0.042,0.783,0.475,1,0.679,58
0.249,0.5,0.686,0,0.629,70
0.625,0.06,0.645,1,0.071,58
0.488,0.317,0.558,1,0.394,66
0.439,0.193,0.689,0,0.26,61
0.039,0.707,0.559,1,0.766,51
0.187,0.348,0.732,0,0.458,61
0.861,0.16,0.531,0,0.099,73
0.367,0.001,0.638,0,0.071,63
0.62,0.364,0.62,0,0.43,74
0.539,0.387,0.524,0,0.467,65
0.283,0.41,0.322,0,0.417,54
0.835,0.13,0.873,0,0.012,74
0.032,0.642,0.389,0,0.65,59
0.256,0.366,0.606,0,0.22,66
0.656,0.928,0.832,0,1.0,81
0.558,0.938,0.416,0,1.0,74
0.617,0.529,0.734,2,0.47,72
0.961,0.097,0.725,1,0.063,71
0.657,0.57,0.948,1,0.645,75
0.106,0.639,0.358,0,0.7,58
0.104,0.792,0.55,1,0.743,54
0.998,0.443,0.352,0,0.458,89
0.845,0.412,0.633,2,0.48,72
0.563,0.214,0.766,1,0.14,70
0.447,0.397,0.726,0,0.426,69
0.993,0.302,0.3,0,0.216,78
0.772,0.943,0.822,1,0.946,86
0.572,0.094,0.46,0,0.0,63
0.582,0.233,0.811,0,0.254,72
0.217,0.077,0.325,0,0.0,55
0.69,0.576,0.908,1,0.619,71
0.808,0.382,0.78,2,0.332,75
0.434,0.93,0.121,2,0.848,64
0.602,0.011,0.777,0,0.0,68
0.319,0.565,0.327,1,0.481,53
0.732,0.393,0.446,1,0.416,65
0.432,0.786,0.148,0,0.661,70
0.049,0.399,0.085,1,0.379,47
0.762,0.481,0.198,0,0.527,71
0.616,0.736,0.246,0,0.666,75
0.685,0.576,0.113,0,0.553,72
0.321,0.594,0.024,0,0.495,59
0.822,0.803,0.623,0,0.666,91
0.2,0.374,0.758,2,0.25,54
0.243,0.621,0.148,2,0.717,45
0.694,0.111,0.45,0,0.061,72
0.212,0.546,0.75,1,0.541,62
0.141,0.699,0.018,1,0.821,53
0.255,0.06,0.201,1,0.095,41
0.655,0.008,0.389,0,0.057,70
0.36,0.108,0.292,1,0.074,57
0.509,0.71,0.904,0,0.82,78
0.186,0.501,0.458,1,0.357,52
0.529,0.334,0.393,0,0.19,69
0.355,0.302,0.996,1,0.235,57
0.258,0.387,1.0,0,0.52,71
0.226,0.342,0.393,0,0.218,56
0.961,0.612,0.626,0,0.587,89
0.426,0.312,0.605,0,0.325,62
0.139,0.541,0.8,2,0.432,54
0.899,0.91,0.43,2,0.804,85
0.917,0.317,0.557,1,0.203,73
0.88,0.727,0.765,0,0.865,87
0.746,0.822,0.637,1,0.754,83
0.107,0.185,0.762,1,0.22,51
0.612,0.596,0.231,0,0.554,75
0.477,0.502,0.605,1,0.547,62
0.387,0.474,0.164,0,0.334,66
0.015,0.27,0.413,1,0.321,41
0.205,0.177,0.955,0,0.287,59
0.325,0.458,0.247,0,0.541,62
0.824,0.72,0.394,1,0.742,79
0.641,0.704,0.039,0,0.689,77
0.042,0.996,0.519,0,1.0,59
0.387,0.765,0.963,0,0.702,75
0.305,0.828,0.461,0,0.766,74
0.69,0.904,0.464,1,0.89,81
0.113,0.779,0.938,1,0.793,61
0.323,0.025,0.454,1,0.144,55
0.09,0.324,0.649,1,0.413,53
0.124,0.114,0.449,0,0.0,53
0.727,0.975,0.612,0,0.939,86
0.768,0.912,0.565,1,1.0,78
0.145,0.769,0.051,0,0.712,62
0.446,0.626,0.118,0,0.764,61
0.765,0.012,0.498,0,0.025,64
0.883,0.238,0.589,0,0.224,78
0.601,0.007,0.882,0,0.043,69
0.825,0.049,0.148,1,0.004,60
0.032,0.578,0.603,0,0.704,52
0.417,0.178,0.672,1,0.226,61
0.572,0.562,0.966,1,0.586,78
0.093,0.299,0.369,0,0.395,55
0.843,0.065,0.471,0,0.123,70
0.527,0.525,0.696,1,0.392,69
0.979,0.529,0.088,1,0.586,82
0.986,0.287,0.609,0,0.215,84
0.623,0.927,0.614,0,0.933,84
0.493,0.18,0.609,1,0.117,56
0.118,0.465,0.797,1,0.569,59
0.999,0.414,0.334,1,0.506,74
0.641,0.69,0.254,0,0.632,76
0.324,0.006,0.686,0,0.0,58
0.96,0.832,0.194,2,0.783,80
0.916,0.797,0.646,0,0.694,90
0.865,0.896,0.462,2,0.87,81
0.835,0.299,0.725,0,0.316,74
0.577,0.332,0.916,2,0.288,69
0.28,0.031,0.984,1,0.041,50
0.606,0.187,0.117,2,0.262,56
0.314,0.032,0.414,0,0.145,53
0.829,0.303,0.525,0,0.187,81
0.778,0.913,0.444,0,1.0,91
0.154,0.34,0.483,2,0.347,49
0.143,0.872,0.822,1,0.925,59
0.725,0.459,0.714,1,0.344,71
0.044,0.848,0.872,0,0.838,60
0.521,0.659,0.312,1,0.737,68
0.21,0.201,0.287,1,0.147,48
0.118,0.149,0.274,0,0.286,50
0.102,0.543,0.549,0,0.435,61
0.283,0.245,0.071,1,0.363,50
0.051,0.029,0.903,0,0.0,46
0.426,0.179,0.596,1,0.218,60
0.446,0.356,0.332,0,0.42,66
0.533,0.974,0.756,0,0.994,77
0.802,0.699,0.097,0,0.754,82
0.465,0.232,0.224,2,0.351,48
0.363,0.183,0.917,0,0.27,69
0.453,0.03,0.475,0,0.024,64
0.282,0.349,0.575,1,0.23,60
0.797,0.326,0.649,2,0.267,67
0.591,0.239,0.244,0,0.381,64
0.341,0.814,0.591,2,0.958,62
0.342,0.694,0.173,1,0.567,65
0.574,0.487,0.592,0,0.435,68
0.445,0.308,0.406,1,0.191,63
0.771,0.379,0.494,1,0.247,68
0.139,0.581,0.755,2,0.431,48
0.149,0.531,0.39,1,0.515,50
0.877,0.3,0.794,1,0.241,82
0.435,0.983,0.344,0,1.0,76
0.51,0.848,0.853,0,0.809,81
0.053,0.703,0.821,0,0.586,60
0.031,0.432,0.59,1,0.377,48
0.382,0.545,0.662,0,0.437,69
0.843,0.36,0.417,0,0.509,80
0.134,0.072,0.016,1,0.187,43
0.975,0.136,0.137,2,0.111,64
0.789,0.604,0.426,0,0.59,79
0.82,0.385,0.226,0,0.416,76
0.847,0.237,0.502,0,0.365,77
0.033,0.038,0.483,0,0.0,46
0.69,0.142,0.731,2,0.287,65
0.465,0.078,0.89,0,0.002,67
0.664,0.669,0.684,1,0.758,73
0.053,0.344,0.779,0,0.33,61
0.574,0.332,0.353,2,0.27,54
0.695,0.598,0.304,2,0.617,61
0.473,0.169,0.052,0,0.262,60
0.287,0.083,0.506,2,0.168,43
0.616,0.275,0.257,1,0.158,58
0.592,0.151,0.447,2,0.054,60
0.236,0.181,0.527,0,0.134,51
0.145,0.934,0.154,0,1.0,62
0.383,0.661,0.726,0,0.574,74
0.345,0.642,0.755,0,0.508,70
0.476,0.476,0.948,1,0.396,70
0.39,0.263,0.53,0,0.117,68
0.449,0.678,0.962,1,0.815,66
0.531,0.354,0.844,1,0.479,71
0.335,0.267,0.098,1,0.292,51
0.675,0.242,0.672,2,0.15,61
0.69,0.18,0.548,1,0.033,61
0.411,0.525,0.685,0,0.441,67
0.193,0.024,0.092,1,0.071,47
0.95,0.638,0.708,0,0.514,90
0.376,0.764,0.648,2,0.904,67
0.696,0.253,0.467,0,0.295,77
0.276,0.427,0.903,2,0.508,53
0.781,0.277,0.062,0,0.227,65
0.956,0.265,0.441,0,0.409,76
0.393,0.645,0.108,1,0.726,57
0.643,0.913,0.715,0,0.773,79
0.728,0.777,0.019,0,0.672,79
0.933,0.665,0.266,1,0.614,78
0.004,0.708,0.771,0,0.689,65
0.781,0.785,0.54,0,0.75,87
0.78,0.121,0.535,0,0.071,70
0.055,0.997,0.647,0,1.0,72
0.08,0.46,0.767,1,0.371,54
0.968,0.661,0.299,0,0.78,87
0.359,0.085,0.633,1,0.0,49
0.025,0.996,0.238,0,0.865,62
0.308,0.534,0.834,0,0.674,62
0.339,0.338,0.721,0,0.223,68
0.667,0.458,0.678,2,0.469,69
0.233,0.072,0.735,0,0.118,56
0.918,0.046,0.701,0,0.0,79
0.905,0.821,0.097,1,0.722,81
0.818,0.106,0.497,2,0.141,58
0.203,0.337,0.836,1,0.391,54
0.976,0.576,0.137,2,0.715,70
0.046,0.173,0.063,0,0.065,44
0.696,0.553,0.439,1,0.415,67
0.847,0.612,0.778,0,0.726,81
0.007,0.926,0.707,1,1.0,58
0.807,0.773,0.692,0,0.666,84
0.45,0.239,0.175,1,0.1,52
0.5,0.95,0.627,2,0.89,68
0.558,0.192,0.987,0,0.228,76
0.987,0.508,0.464,1,0.556,78
0.194,0.797,0.685,0,0.796,63
0.923,0.054,0.364,0,0.034,72
0.805,0.758,0.043,1,0.624,75
0.158,0.029,0.515,0,0.148,53
0.593,0.326,0.199,1,0.446,59
0.11,0.228,0.237,0,0.339,49
0.221,0.471,0.484,0,0.364,66
0.455,0.387,0.136,1,0.295,56
0.27,0.336,0.032,1,0.204,46
0.852,0.459,0.171,0,0.375,75
0.157,0.795,0.953,0,0.818,69
0.23,0.412,0.522,2,0.561,51
0.837,0.279,0.73,1,0.391,71
0.434,0.222,0.927,0,0.346,72
0.418,0.044,0.991,1,0.125,53
0.531,0.479,0.798,2,0.358,64
0.083,0.753,0.693,0,0.888,59
0.296,0.648,0.091,0,0.699,58
0.459,0.57,0.584,0,0.559,66
0.703,0.185,0.872,1,0.174,71
0.86,0.071,0.893,0,0.08,75
0.753,0.698,0.613,1,0.786,81
0.081,0.881,0.736,0,0.885,71
0.364,0.052,0.383,0,0.088,55
0.175,0.559,0.067,1,0.641,47
0.335,0.54,0.649,1,0.672,63
0.959,0.21,0.745,0,0.156,87
0.504,0.423,0.054,0,0.377,64
0.527,0.123,0.71,1,0.221,66
0.452,0.368,0.673,1,0.461,68
0.066,0.892,0.458,0,0.859,59
0.958,0.077,0.165,0,0.136,74
0.875,0.521,0.627,0,0.496,86
0.932,0.474,0.42,1,0.517,75
0.063,0.872,0.232,1,0.915,54
0.343,0.646,0.326,1,0.696,61
0.548,0.458,0.567,2,0.4,65
0.227,0.372,0.288,2,0.236,45
0.456,0.166,0.924,1,0.177,58
0.175,0.708,0.905,2,0.604,54
0.041,0.317,0.126,0,0.278,45
0.707,0.666,0.978,0,0.628,85
0.163,0.302,0.92,0,0.431,63
0.948,0.928,0.156,1,0.942,84
0.647,0.296,0.896,2,0.44,66
0.147,0.565,0.907,0,0.517,59
0.479,0.04,0.678,0,0.0,62
0.841,0.446,0.092,0,0.478,72
0.526,0.781,0.767,0,0.638,79
0.445,0.672,0.087,1,0.64,62
0.603,0.512,0.056,1,0.47,60
0.854,0.37,0.373,0,0.323,75
0.446,0.561,0.216,0,0.633,66
0.443,0.164,0.728,0,0.233,63
0.836,0.598,0.144,0,0.59,83
0.987,0.066,0.96,2,0.029,66
0.639,0.273,0.175,0,0.336,70
0.137,0.186,0.382,1,0.183,50
0.302,0.585,0.494,1,0.574,54
0.002,0.263,0.956,2,0.304,40
0.666,0.288,0.179,1,0.331,58
0.765,0.493,0.971,1,0.567,79
0.566,0.868,0.628,0,1.0,84
0.373,0.733,0.018,0,0.632,60
0.32,0.878,0.135,0,0.744,66
0.636,0.955,0.049,0,0.964,83
0.514,0.766,0.183,0,0.796,68
0.323,0.316,0.845,2,0.256,57
0.688,0.096,0.58,2,0.0,55
0.281,0.779,0.412,0,0.66,63
0.221,0.188,0.897,1,0.245,60
0.846,0.713,0.702,2,0.597,76
0.076,0.819,0.923,0,0.773,69
0.139,0.442,0.988,1,0.521,55
0.71,0.029,0.815,0,0.0,74
0.688,0.307,0.21,0,0.284,73
0.112,0.019,0.484,0,0.0,44
0.793,0.513,0.059,0,0.636,70
0.302,0.01,0.097,0,0.136,47
0.901,0.185,0.352,0,0.079,79
0.277,0.58,0.352,2,0.58,56
0.242,0.57,0.099,1,0.649,54
0.716,0.964,0.172,2,0.975,78
0.099,0.214,0.504,1,0.206,49
0.185,0.674,0.107,2,0.63,48
0.214,0.228,0.113,0,0.115,47
0.136,0.762,0.705,1,0.829,55
0.494,0.385,0.457,1,0.329,68
0.444,0.554,0.291,2,0.532,61
0.895,0.802,0.939,0,0.706,98
0.492,0.105,0.438,1,0.158,52
0.395,0.695,0.978,1,0.823,76
0.065,0.975,0.339,1,1.0,57
0.233,0.425,0.499,2,0.489,51
0.273,0.789,0.644,0,0.746,71
0.95,0.988,0.511,0,1.0,89
0.251,0.497,0.628,0,0.356,66
0.83,0.498,0.027,0,0.463,78
0.153,0.622,0.096,0,0.67,57
0.492,0.466,0.294,0,0.463,64
0.344,0.86,0.547,2,0.719,61
0.915,0.384,0.315,0,0.367,74
0.177,0.659,0.779,1,0.558,59
0.312,0.389,0.764,1,0.442,62
0.685,0.572,0.476,2,0.469,62
0.263,0.591,0.378,1,0.547,64
0.32,0.028,0.045,2,0.0,45
0.584,0.765,0.625,0,0.644,77
0.357,0.351,0.661,0,0.271,62
0.085,0.688,0.869,0,0.639,58
0.326,0.461,0.863,1,0.465,61
0.02,0.47,0.022,0,0.433,48
0.573,0.808,0.1,1,0.72,69
0.811,0.667,0.167,0,0.626,79
0.497,0.847,0.787,2,0.952,66
0.265,0.297,0.574,2,0.215,52
0.092,0.844,0.095,0,0.776,60
0.531,0.427,0.347,0,0.472,66
0.804,0.433,0.54,0,0.407,76
0.515,0.672,0.548,0,0.71,74
0.187,0.499,0.661,2,0.572,51
0.937,0.533,0.614,2,0.655,81
0.727,0.06,0.201,0,0.0,62
0.685,0.3,0.435,0,0.408,77
0.634,0.846,0.267,0,0.89,75
0.601,0.406,0.114,0,0.264,71
0.311,0.485,0.991,0,0.529,63
0.159,0.136,0.258,2,0.069,41
0.644,0.042,0.722,2,0.0,63
0.084,0.602,0.867,0,0.721,64
0.886,0.397,0.84,2,0.289,69
0.734,0.933,0.522,2,0.957,79
0.525,0.496,0.09,1,0.383,65
0.329,0.584,0.39,1,0.657,65
0.218,0.107,0.214,0,0.089,48
0.589,0.49,0.375,0,0.435,71
0.683,0.963,0.879,0,0.922,91
0.821,0.021,0.967,1,0.0,74
0.799,0.055,0.917,1,0.0,71
0.309,0.958,0.363,2,1.0,61
0.236,0.442,0.008,0,0.57,61
0.301,0.936,0.757,0,0.849,79
0.916,0.631,0.879,2,0.674,83
0.274,0.08,0.779,0,0.071,57
0.841,0.717,0.877,2,0.597,75
0.261,0.066,0.421,1,0.16,52
0.453,0.027,0.052,1,0.0,50
0.641,0.003,0.2,0,0.0,58
0.158,0.516,0.97,2,0.561,50
0.594,0.41,0.939,0,0.404,79
0.261,0.687,0.827,2,0.622,54
0.368,0.393,0.377,2,0.508,49
0.948,0.923,0.647,1,0.842,83
0.462,0.262,0.852,0,0.232,67
0.26,0.089,0.368,1,0.0,51
0.435,0.92,0.454,1,0.918,67
0.203,0.946,0.813,0,0.882,72
0.13,0.856,0.6,2,0.791,58
0.418,0.409,0.146,0,0.552,59
0.451,0.248,0.583,1,0.235,54
0.133,0.323,0.693,1,0.237,51
0.423,0.597,0.073,1,0.465,58
0.235,0.908,0.997,1,1.0,70
0.748,0.046,0.254,1,0.01,68
0.671,0.132,0.892,0,0.156,70
0.504,0.93,0.878,0,0.807,84
0.433,0.26,0.313,0,0.26,67
0.281,0.361,0.43,0,0.395,63
0.264,0.313,0.893,0,0.384,63
0.95,0.556,0.923,1,0.645,79
0.149,0.23,0.036,0,0.129,49
0.116,0.895,0.495,0,0.852,67
0.485,0.493,0.846,2,0.387,61
0.204,0.284,0.835,1,0.287,52
0.891,0.586,0.584,0,0.594,86
0.416,0.077,0.768,1,0.0,55
0.284,0.981,0.122,0,1.0,73
0.837,0.154,0.081,2,0.216,60
0.628,0.269,0.658,0,0.41,73
0.951,0.325,0.732,1,0.447,82
0.129,0.863,0.802,0,0.81,62
0.071,0.952,0.381,0,0.879,60
0.771,0.399,0.021,0,0.298,75
0.285,0.753,0.654,0,0.693,73
0.736,0.922,0.904,1,0.811,86
0.832,0.513,0.49,0,0.506,82
0.423,0.756,0.811,1,0.662,72
0.093,0.513,0.973,1,0.43,59
0.155,0.495,0.63,1,0.37,55
0.079,0.802,0.3,0,0.857,58
0.249,0.428,0.569,1,0.301,51
0.108,0.425,0.094,1,0.491,51
0.355,0.586,0.769,0,0.47,72
0.18,0.182,0.393,0,0.157,55
0.314,0.724,0.757,0,0.761,68
0.967,0.871,0.187,0,0.744,94
0.259,0.673,0.434,0,0.525,60
0.172,0.477,0.692,2,0.524,54
0.726,0.303,0.813,1,0.261,74
0.69,0.395,0.303,0,0.286,69
0.816,0.696,0.188,0,0.609,82
0.65,0.436,0.626,2,0.448,60
0.77,0.148,0.422,0,0.048,67
0.703,0.964,0.471,2,0.949,71
0.295,0.829,0.392,0,0.681,70
0.713,0.979,0.849,1,1.0,87
0.999,0.037,0.4,1,0.064,73
0.679,0.817,0.488,1,0.685,71
0.576,0.553,0.268,1,0.528,66
0.495,0.939,0.347,1,0.92,67
0.726,0.469,0.438,1,0.385,76
0.339,0.602,0.842,1,0.593,70
0.723,0.39,0.417,1,0.436,68
0.472,0.971,0.162,0,0.906,77
0.667,0.129,0.199,1,0.127,64
0.943,0.494,0.235,1,0.358,71
0.881,0.357,0.159,2,0.465,66
0.807,0.338,0.114,0,0.224,70
0.258,0.34,0.355,0,0.421,59
0.896,0.853,0.874,1,0.904,90
0.927,0.438,0.457,2,0.515,78
0.782,0.61,0.858,0,0.707,79
0.105,0.63,0.871,0,0.527,61
0.442,0.506,0.733,0,0.402,69
0.819,0.123,0.202,0,0.204,65
0.835,0.474,0.287,0,0.35,77
0.755,0.361,0.665,0,0.437,78
0.787,0.138,0.429,0,0.257,77
0.516,0.682,0.944,0,0.576,72
0.806,0.944,0.085,0,0.914,87
0.434,0.393,0.037,1,0.288,57
0.978,0.98,0.799,1,1.0,91
0.886,0.701,0.874,1,0.774,90
0.008,0.28,0.528,0,0.34,50
0.205,0.544,0.788,1,0.527,57
0.812,0.649,0.775,0,0.524,86
0.39,0.719,0.88,1,0.867,67
0.093,0.552,0.521,2,0.593,42
0.89,0.54,0.259,2,0.622,74
0.987,0.11,0.06,0,0.038,74
0.124,0.757,0.941,0,0.696,70
0.453,0.983,0.805,1,1.0,80
0.628,0.533,0.596,0,0.473,78
0.815,0.573,0.14,0,0.579,75
0.328,0.582,0.823,0,0.568,65
0.426,0.412,0.092,0,0.529,62
0.446,0.369,0.526,1,0.387,65
0.872,0.584,0.636,0,0.641,90
0.732,0.417,0.163,1,0.305,70
0.129,0.705,0.863,0,0.763,65
0.033,0.157,0.559,0,0.187,48
0.121,0.572,0.04,0,0.457,52
0.374,0.294,0.028,0,0.187,59
0.049,0.894,0.889,0,0.799,69
0.002,0.548,0.068,0,0.523,51
0.566,0.9,0.781,0,1.0,86
0.133,0.139,0.636,2,0.124,43
0.866,0.325,0.8,1,0.362,75
0.9,0.339,0.046,1,0.456,73
0.646,0.866,0.707,1,0.905,82
0.309,0.645,0.644,0,0.553,69
0.577,0.053,0.57,0,0.128,65
0.019,0.658,0.532,0,0.59,54
0.83,0.839,0.58,0,0.931,89
0.402,0.045,0.862,0,0.0,58
0.024,0.528,0.382,0,0.412,49
0.168,0.144,0.256,0,0.04,56
0.679,0.059,0.961,0,0.0,67
0.39,0.32,0.413,0,0.247,68
0.9,0.052,0.24,1,0.078,67
0.752,0.385,0.115,0,0.331,73
0.065,0.029,0.634,0,0.0,55
0.675,0.246,0.555,2,0.134,62
0.446,0.846,0.5,2,0.986,63
0.985,0.782,0.538,0,0.92,92
0.042,0.813,0.961,1,0.75,66
0.001,0.934,0.482,1,0.859,59
0.999,0.842,0.213,2,0.845,74
0.739,0.563,0.301,0,0.623,81
0.725,0.999,0.878,0,1.0,95
0.318,0.682,0.343,0,0.826,68
0.273,0.662,0.322,0,0.65,65
0.016,0.692,0.646,0,0.725,53
0.01,0.174,0.556,1,0.235,47
0.538,0.787,0.649,0,0.799,83
0.816,0.445,0.123,2,0.408,67
0.387,0.839,0.812,0,0.726,74
0.193,0.009,0.743,2,0.0,49
0.358,0.09,0.613,0,0.183,56
0.98,0.967,0.037,0,1.0,92
0.209,0.196,0.821,0,0.079,56
0.5,0.17,0.194,1,0.19,58
0.565,0.065,0.128,0,0.0,66
0.855,0.881,0.729,0,0.789,93
0.992,0.693,0.533,0,0.747,94
0.002,0.427,0.673,1,0.293,55
0.433,0.995,0.274,1,1.0,69
0.517,0.043,0.721,0,0.0,64
0.449,0.005,0.195,0,0.119,60
0.99,0.226,0.69,0,0.351,79
0.329,0.063,0.625,0,0.057,62
0.593,0.626,0.334,0,0.55,73
0.959,0.833,0.822,1,0.921,94
0.776,0.62,0.764,1,0.604,74
0.975,0.917,0.377,2,0.975,85
0.062,0.802,0.055,1,0.84,47
0.678,0.559,0.295,0,0.53,76
0.411,0.865,0.787,1,0.718,70
0.795,0.88,0.619,0,0.925,90
0.026,0.517,0.588,0,0.398,57
0.068,0.789,0.194,1,0.677,53
0.355,0.481,0.621,0,0.404,70
0.06,0.312,0.436,1,0.388,45
0.885,0.775,0.147,0,0.806,81
0.97,0.518,0.658,0,0.385,87
0.835,0.859,0.422,0,1.0,88
0.201,0.068,0.189,0,0.126,55
0.6,0.331,0.578,0,0.366,70
0.162,0.454,0.789,0,0.453,66
0.639,0.693,0.467,0,0.615,80
0.953,0.332,0.74,0,0.302,88
0.007,0.01,0.358,1,0.0,36
0.194,0.586,0.766,0,0.729,61
0.284,0.219,0.262,0,0.171,56
0.179,0.021,0.843,0,0.0,57
0.379,0.787,0.111,0,0.729,64
0.809,0.661,0.941,2,0.81,82
0.878,0.065,0.144,0,0.153,67
0.378,0.374,0.6,1,0.297,54
0.616,0.189,0.535,2,0.084,55
0.629,0.28,0.126,1,0.421,66
0.209,0.081,0.471,1,0.115,44
0.388,0.882,0.751,0,0.882,75
0.322,0.374,0.695,1,0.511,59
0.581,0.638,0.791,1,0.499,70
0.203,0.863,0.396,0,0.841,65
0.157,0.842,0.255,0,0.732,58
0.445,0.352,0.584,0,0.356,64
0.451,0.433,0.368,0,0.378,64
0.18,0.234,0.645,0,0.354,54
0.502,0.547,0.078,0,0.675,62
0.071,0.038,0.2,0,0.091,42
0.745,0.768,0.845,0,0.83,92
0.998,0.752,0.74,0,0.605,90
0.822,0.783,0.404,0,0.88,88
0.012,0.654,0.989,0,0.764,59
0.723,0.21,0.234,1,0.296,67
0.723,0.461,0.792,0,0.565,78
0.942,0.418,0.439,2,0.436,71
0.578,0.128,0.943,0,0.128,72
0.355,0.225,0.426,2,0.196,53
0.538,0.326,0.023,2,0.186,49
0.977,0.994,0.568,2,1.0,86
0.867,0.98,0.204,0,0.849,86
0.475,0.329,0.962,1,0.447,61
0.104,0.553,0.032,1,0.584,43
0.199,0.911,0.386,0,0.831,69
0.07,0.057,0.519,0,0.005,53
0.391,0.99,0.129,0,0.983,66
0.955,0.866,0.13,0,0.809,91
0.665,0.159,0.575,0,0.185,70
0.685,0.275,0.007,0,0.259,71
0.605,0.247,0.329,1,0.361,62
0.576,0.737,0.288,0,0.691,79
0.792,0.391,0.823,2,0.294,68
0.9,0.733,0.458,1,0.638,82
0.394,0.946,0.24,2,0.843,67
0.538,0.667,0.067,1,0.734,61
0.493,0.992,0.553,0,0.865,74
0.767,0.326,0.451,0,0.238,69
0.027,0.639,0.676,0,0.603,62
0.856,0.397,0.011,0,0.46,70
0.67,0.464,0.461,0,0.479,71
0.95,0.14,0.82,2,0.038,75
0.607,0.177,0.124,1,0.144,54
0.764,0.677,0.153,0,0.58,81
0.893,0.532,0.442,0,0.633,86
0.641,0.716,0.897,0,0.773,82
0.598,0.049,0.377,0,0.178,62
0.239,0.091,0.422,0,0.042,50
0.669,0.221,0.882,2,0.322,66
0.724,0.044,0.513,2,0.0,60
